title,year,citationCount,top_conf_citations,top_journal_citations,paperId,notes,citations_2014,citations_2015,citations_2016,citations_2017,citations_2018,citations_2019,citations_2020,citations_2021,citations_2022,citations_2023,citations_2024,ai_category
Improving Human Text Comprehension through Semi-Markov CRF-based Neural Section Title Generation,2019,10,2,1,1ce68f235a034a5ff563a1133ecb08b18ab49353,,0,0,0,0,0,1,1,1,4,2,1,自然语言处理
Unifying Human and Statistical Evaluation for Natural Language Generation,2019,236,87,1,071a1d2898aa3a5628438f9f68a21a6cac4f7148,,0,0,0,0,1,23,44,55,40,34,21,自然语言处理
What makes a good conversation? How controllable attributes affect human judgments,2019,308,122,2,8059b85332572e60c8a1daa0ccb8ddc008513f00,,0,0,0,0,0,25,53,64,54,56,30,自然语言处理
An Empirical Investigation of Global and Local Normalization for Recurrent Neural Sequence Models Using a Continuous Relaxation to Beam Search,2019,17,8,0,5c01d5f6b113713caf9d85fb127eaa376cc01673,,0,0,0,0,0,2,3,2,6,1,2,机器学习（含深度学习）
Pun Generation with Surprise,2019,83,32,1,39d47ba0690cfac4c8efde6ecda104234c70ff86,,0,0,0,0,0,3,14,14,14,10,13,自然语言处理
Single Document Summarization as Tree Induction,2019,94,31,2,051d868dcc32611133eaaac55cce82a6d4f08733,,0,0,0,0,0,4,25,20,20,12,10,自然语言处理
Fixed That for You: Generating Contrastive Claims with Semantic Edits,2019,30,10,0,2411212a1f1abe51e53cb3fdcdae2bd9e7ed3143,,0,0,0,0,0,1,6,9,5,4,3,自然语言处理
Box of Lies: Multimodal Deception Detection in Dialogues,2019,59,14,2,18b26ec609952cdafbe93d77df6d4fac7fdd8569,,0,0,0,0,0,0,3,9,13,11,11,多模态学习
A Crowdsourced Corpus of Multiple Judgments and Disagreement on Anaphoric Interpretation,2019,55,18,0,9e333b9da2c59d1b02ee928150c1c0790354a429,,0,0,0,0,0,7,7,5,15,9,10,自然语言处理
A Streamlined Method for Sourcing Discourse-level Argumentation Annotations from the Crowd,2019,9,5,0,b84ace268f12965a7056e14f516b5dfc0146802e,,0,0,0,0,0,2,3,3,0,0,0,自然语言处理
Unsupervised Dialog Structure Learning,2019,44,22,1,25072fd151ed1a3c4181b0b468e7efb5ae44796f,,0,0,0,0,0,4,15,8,7,4,5,自然语言处理
Modeling Document-level Causal Structures for Event Causal Relation Identification,2019,92,35,2,7c148abd673ee026200cad74078388d0ed190161,,0,0,0,0,0,0,5,16,13,22,24,自然语言处理
Hierarchical User and Item Representation with Three-Tier Attention for Recommendation,2019,44,11,0,fc77daef4c31a4a160b89288d7ff4c8b266ab52a,,0,0,0,0,0,6,4,10,6,11,2,表示学习与优化方法
Text Similarity Estimation Based on Word Embeddings and Matrix Norms for Targeted Marketing,2019,25,2,3,3511c31dbd4ddb3c5762ace988f9912979fc53bb,,0,0,0,0,0,2,7,5,2,3,3,自然语言处理
Glocal: Incorporating Global Information in Local Convolution for Keyphrase Extraction,2019,14,9,1,ae3877603993cf11ab1b4a8bc07738a35e92cda6,,0,0,0,0,0,0,4,4,3,2,0,自然语言处理
A Study of Latent Structured Prediction Approaches to Passage Reranking,2019,0,0,0,73a2290acdf515f0831a26c2133d1b52cc7c153a,,0,0,0,0,0,0,0,0,0,0,0,自然语言处理
Combining Distant and Direct Supervision for Neural Relation Extraction,2019,27,7,2,47e95435190ab237cca9c36b03e102d60a8df239,,0,0,0,0,0,5,11,6,3,0,1,自然语言处理
Tweet Stance Detection Using an Attention based Neural Ensemble Model,2019,70,19,2,fabb616892503d235675caa2dd6b4599e74e6d55,,0,0,0,0,0,0,10,17,13,9,9,自然语言处理
Word Embedding-Based Automatic MT Evaluation Metric using Word Position Information,2019,15,6,0,8e05626318b7f59b74bd4d5c9d04ab117a5fdc1f,,0,0,0,0,0,2,3,3,2,2,1,自然语言处理
Learning to Stop in Structured Prediction for Neural Machine Translation,2019,5,3,1,1a0bae0f6e8be60a9786a2c5da0621a5ce92bed8,,0,0,0,0,0,2,2,0,1,0,0,自然语言处理
Learning Unsupervised Multilingual Word Embeddings with Incremental Multilingual Hubs,2019,23,12,1,ffa84a0d62b69c4555a872c268bd7187f678798a,,0,0,0,0,0,4,8,4,4,2,1,自然语言处理
Curriculum Learning for Domain Adaptation in Neural Machine Translation,2019,125,48,3,ec9984003962eb70a73bf0882ab49ef38cd6c239,,0,0,0,0,0,11,19,30,16,29,15,自然语言处理
Improving Robustness of Machine Translation with Synthetic Noise,2019,87,24,1,bdbf635476477eec5be5a292b494e20b8902cc35,,0,0,0,0,0,15,16,20,11,8,11,自然语言处理
Non-Parametric Adaptation for Neural Machine Translation,2019,76,44,1,1d8e18c1c11bdd49705f8e0c5041d151b463164a,,0,0,0,0,0,13,9,15,16,14,6,自然语言处理
Online Distilling from Checkpoints for Neural Machine Translation,2019,34,16,2,36894fbbc8bf40e5563048e00e0c298fdc727710,,0,0,0,0,0,0,8,6,9,6,4,自然语言处理
Value-based Search in Execution Space for Mapping Instructions to Programs,2019,6,5,0,c4f664de1a81cc38361ed38c60f1025f37928b7e,,0,0,0,0,0,1,2,2,0,1,0,强化学习与智能决策
VQD: Visual Query Detection In Natural Scenes,2019,18,9,0,f17f7590a6b4488921f046112bc8fdb82d513914,,0,0,0,0,0,6,4,2,1,1,3,计算机视觉
Improving Natural Language Interaction with Robots Using Advice,2019,16,8,0,8d5de5da629751fa54135db5c5b5c4f4ac163ad2,,0,0,0,0,0,0,0,8,0,5,2,自然语言处理
Generating Knowledge Graph Paths from Textual Definitions using Sequence-to-Sequence Models,2019,8,2,0,7856f936fcac1b9df21bc7c530169e548d2212c3,,0,0,0,0,0,2,2,0,1,1,2,自然语言处理
Shifting the Baseline: Single Modality Performance on Visual Navigation & QA,2019,80,37,1,b033400e9a80915a928f4603582e5e8bf7656a85,,0,0,0,0,1,18,18,7,16,7,8,多模态学习
ExCL: Extractive Clip Localization Using Natural Language Descriptions,2019,166,65,0,ddf69a6ef015a1b0668ca48a486c4cc7e22a7d9c,,0,0,0,0,0,5,17,41,35,26,22,多模态学习
Detecting dementia in Mandarin Chinese using transfer learning from a parallel corpus,2019,17,4,2,1c5547142eaad896209d23af525c5d162d87d286,,0,0,0,0,0,2,3,2,1,2,1,自然语言处理
Cross-lingual Visual Verb Sense Disambiguation,2019,21,7,0,786d9428e80758ebaa50aa133603d8f7c49f87a0,,0,0,0,0,0,1,4,2,4,7,2,多模态学习
Subword-Level Language Identification for Intra-Word Code-Switching,2019,24,7,0,5839b0a5f7fce57941620e4e9e2e7168a335a43c,,0,0,0,0,0,1,4,5,8,3,2,自然语言处理
MuST-C: a Multilingual Speech Translation Corpus,2019,472,231,0,999b4b988180b9168d4fd4bdceaf421cd7f17096,,0,0,0,0,0,29,59,73,77,85,89,自然语言处理
Contextualization of Morphological Inflection,2019,5,1,0,3eb85917ed8e62f6cb0e92849e2e1d1575c60bda,,0,0,0,0,0,0,1,1,0,0,1,自然语言处理
A Robust Abstractive System for Cross-Lingual Summarization,2019,60,19,2,18f0610160044377a49b0854de732180ab2cf4b7,,0,0,0,0,0,3,11,8,15,11,7,自然语言处理
Improving Neural Machine Translation with Neural Syntactic Distance,2019,22,9,2,82dfeb705a45fcec2cb98edac11ffc51aaa392b6,,0,0,0,0,0,3,5,8,2,3,1,自然语言处理
Measuring Immediate Adaptation Performance for Neural Machine Translation,2019,6,2,1,ce8d4ba448c6cc3ca0c25f3117e5a12cf8dba96e,,0,0,0,0,0,0,2,3,0,1,0,自然语言处理
Differentiable Sampling with Flexible Reference Word Order for Neural Machine Translation,2019,10,3,1,ce1fc190b1424bf7ba658548be554b62733e96a1,,0,0,0,0,0,1,1,4,3,1,0,自然语言处理
Reinforcement Learning based Curriculum Optimization for Neural Machine Translation,2019,75,30,2,d73d57823fd32fd009e3e6261acb327d3e9215ac,,0,0,0,0,0,10,12,13,16,13,5,强化学习与智能决策
Overcoming Catastrophic Forgetting During Domain Adaptation of Neural Machine Translation,2019,137,52,1,338c5f71f98b3a5ab5e1ce1b21ae232b9bfb0648,,0,0,0,0,1,12,28,23,27,19,16,自然语言处理
Short-Term Meaning Shift: A Distributional Exploration,2019,53,20,0,980522c51957b0ff155b828646d01dfb96b85b18,,0,0,0,0,0,3,10,9,12,8,6,自然语言处理
Detecting Derogatory Compounds – An Unsupervised Approach,2019,2,1,0,e36dc6e7a0d0f2fca44275eb88c53bc106238c63,,0,0,0,0,0,0,1,1,0,0,0,自然语言处理
Personalized Neural Embeddings for Collaborative Filtering with Text,2019,7,1,0,e25f37f3e38d5e4cd6e8b7bc551a8c247d3af41d,,0,0,0,0,0,1,4,1,0,1,0,表示学习与优化方法
An Embarrassingly Simple Approach for Transfer Learning from Pretrained Language Models,2019,137,39,0,578e050d6e007797d032a07e712142035f2666dc,,0,0,0,0,0,21,29,33,15,20,12,自然语言处理
Incorporating Emoji Descriptions Improves Tweet Classification,2019,52,6,4,be95abdcbb1faf85f32577896b2e9fa78a70c307,,0,0,0,0,0,2,16,13,7,7,7,自然语言处理
Modeling Personal Biases in Language Use by Inducing Personalized Word Embeddings,2019,11,3,0,331a5bbc64d624fe45f85d5d0113cb0af00ec429,,0,0,0,0,0,0,4,2,2,2,0,自然语言处理
Multi-Task Ordinal Regression for Jointly Predicting the Trustworthiness and the Leading Political Ideology of News Media,2019,75,22,1,e5b60f6dc59073cc52523876f69a48adf480fd54,,0,0,0,0,0,12,16,11,9,14,6,自然语言处理
Joint Detection and Location of English Puns,2019,26,10,0,fe588c6a1e5119008d5f280d1e8c525fc2afba6b,,0,0,0,0,0,2,5,5,3,3,6,自然语言处理
Harry Potter and the Action Prediction Challenge from Natural Language,2019,5,1,0,760b263a3ca636330e47d7bed05290842f5a873b,,0,0,0,0,0,0,1,2,0,1,1,自然语言处理
Argument Mining for Understanding Peer Reviews,2019,93,23,2,51112c6f69a4ad4bf67f9a44cba680e09cda65f0,,0,0,0,0,1,3,9,15,17,17,18,自然语言处理
An annotated dataset of literary entities,2019,91,24,1,bd6b606acb066e2eaba0d8ece241dcfd6a106777,,0,0,0,0,1,4,6,16,18,16,12,自然语言处理
Abusive Language Detection with Graph Convolutional Networks,2019,80,16,4,4ba6a6b02f8ae850b2d187277a204104b70574bb,,0,0,0,0,0,6,16,20,14,9,14,自然语言处理
On the Importance of Distinguishing Word Meaning Representations: A Case Study on Reverse Dictionary Mapping,2019,23,4,0,e10a9868ed486838be5d6bcd17c0bc53838c450a,,0,0,0,0,0,1,4,2,5,1,6,自然语言处理
Factorising AMR generation through syntax,2019,20,11,0,5db3218a80257bc7a23222ec02679a784dab5e3c,,0,0,0,0,0,4,8,3,2,2,0,自然语言处理
A Crowdsourced Frame Disambiguation Corpus with Ambiguity,2019,34,11,0,beadeae15fc33c5bfb5354b312a5e7c4a6f938f0,,0,0,0,0,0,1,5,5,4,10,6,自然语言处理
Inoculation by Fine-Tuning: A Method for Analyzing Challenge Datasets,2019,110,44,1,9fed0a5813d5c7ea87c48bf3ce7862b0c2fbf0f7,,0,0,0,0,0,16,32,19,17,13,9,机器学习（含深度学习）
A Capsule Network-based Embedding Model for Knowledge Graph Completion and Search Personalization,2019,256,50,6,a5cbdb78ef74aafa5b5610ba3390ae319d28aff8,,0,0,0,1,1,19,47,41,46,40,39,表示学习与优化方法
"Partial Or Complete, That’s The Question",2019,15,11,0,970612a741b4acb446dd91ff9394ff35c3286c38,,0,0,0,0,0,2,7,0,2,3,0,概率统计与推理基础
Sequential Attention with Keyword Mask Model for Community-based Question Answering,2019,2,0,0,5453338c0dd15aab4dab4d1e3989494437aaaf3b,,0,0,0,0,0,0,1,0,0,0,0,自然语言处理
Simple Attention-Based Representation Learning for Ranking Short Social Media Posts,2019,7,2,0,6e22f27b65093cc2d24a49b281e7b782ad06c4d4,,0,0,0,0,0,3,2,1,1,0,0,表示学习与优化方法
AttentiveChecker: A Bi-Directional Attention Flow Mechanism for Fact Verification,2019,11,6,0,e9ea28cca2154ce0fee075ed63b109be7a871f25,,0,0,0,0,0,0,3,4,1,1,2,自然语言处理
"Practical, Efficient, and Customizable Active Learning for Named Entity Recognition in the Digital Humanities",2019,44,13,1,c6553ba88a9234971212d3af14cc04128d1be528,,0,0,0,0,0,3,4,6,6,10,11,自然语言处理
Doc2hash: Learning Discrete Latent variables for Documents Retrieval,2019,22,14,0,376355b4456fd220cbe1ae0f6348db5243d89f3c,,0,0,0,0,0,0,2,5,6,4,3,表示学习与优化方法
Evaluating Text GANs as Language Models,2019,31,9,0,2c253dc6d35df2bc5932fecdfa9169a8e663dc31,,0,0,0,0,3,8,10,5,4,0,1,自然语言处理
Latent Code and Text-based Generative Adversarial Networks for Soft-text Generation,2019,15,2,0,45d806388a6dd14a542a6a0ed1d1f9bb976937f8,,0,0,0,0,1,1,2,7,2,2,0,自然语言处理
Neural Text Generation from Rich Semantic Representations,2019,1,0,0,29cb5d0faf0df1cbb7d2af7d4589ae99421a0627,,0,0,0,0,0,0,0,0,0,0,1,自然语言处理
Step-by-Step: Separating Planning from Realization in Neural Data-to-Text Generation,2019,191,75,2,7c593f8b5525851c2b453253835ddac6b1104a3b,,0,0,0,0,0,18,46,36,42,21,18,自然语言处理
Evaluating Rewards for Question Generation Models,2019,41,19,1,e6e27004a148707d47e4a9d46876c0544ba0ee3e,,0,0,0,0,0,4,14,9,10,3,1,自然语言处理
Text Generation from Knowledge Graphs with Graph Transformers,2019,343,110,8,cb15c1c51e8a7da42d5b2ebac955bf1cd9dd4022,,0,0,0,0,0,22,71,73,64,48,42,自然语言处理
Open Information Extraction from Question-Answer Pairs,2019,16,6,1,5daccec4b84f52000602c6fa22b3ff87d1072e8e,,0,0,0,0,0,2,4,3,4,2,1,自然语言处理
Question Answering by Reasoning Across Documents with Graph Convolutional Networks,2019,237,81,5,730132a18b01ac56b17e4afc452cd00612b22799,,0,0,0,0,3,44,48,45,34,35,16,自然语言处理
"A Qualitative Comparison of CoQA, SQuAD 2.0 and QuAC",2019,101,33,2,0a5606f0d56c618aa610cb1677e2788a3bd678fa,,0,0,0,1,4,27,23,11,15,8,5,自然语言处理
BERT Post-Training for Review Reading Comprehension and Aspect-based Sentiment Analysis,2019,753,201,29,a4bc4b98a917174ac2ab14bd5e66d64306079ab5,,0,0,0,0,0,36,110,139,138,130,123,自然语言处理
Old is Gold: Linguistic Driven Approach for Entity and Relation Linking of Short Text,2019,91,19,1,47d44dd809216210ff18573040fd4622937753d8,,0,0,0,0,2,16,16,21,11,11,9,自然语言处理
Be Consistent! Improving Procedural Text Comprehension using Label Consistency,2019,31,15,1,5c159c4d5a61011822168b3ddedf0675125f8773,,0,0,0,0,0,4,7,6,6,4,4,自然语言处理
MathQA: Towards Interpretable Math Word Problem Solving with Operation-Based Formalisms,2019,724,251,5,eef7cfe8267954adbb4675576072a1d80ca7a3a8,,0,0,0,0,0,4,20,44,77,102,214,自然语言处理
DROP: A Reading Comprehension Benchmark Requiring Discrete Reasoning Over Paragraphs,2019,1124,419,9,dda6fb309f62e2557a071522354d8c2c897a2805,,0,0,0,0,2,40,124,147,159,160,196,自然语言处理
An Encoding Strategy Based Word-Character LSTM for Chinese NER,2019,142,25,5,43d74cd04fb22bbe61d650861766528e369e08cc,,0,0,0,0,0,3,13,24,37,29,14,自然语言处理
SC-LSTM: Learning Task-Specific Representations in Multi-Task Learning for Sequence Labeling,2019,23,8,0,c3ef55696985db82c6874dc5e7051e7d01d4811b,,0,0,0,0,0,1,5,5,3,7,0,自然语言处理
Learning to Denoise Distantly-Labeled Data for Entity Typing,2019,60,37,1,dc138300b87f5bfccec609644d5edc08c4d783e9,,0,0,0,0,0,4,9,12,16,14,3,自然语言处理
A Simple and Robust Approach to Detecting Subject-Verb Agreement Errors,2019,4,0,0,19ea0bcc50710f0eda483f5e597dd5b5505bbf77,,0,0,0,0,1,0,0,2,0,1,0,自然语言处理
A Grounded Unsupervised Universal Part-of-Speech Tagger for Low-Resource Languages,2019,18,5,1,c74bb4d951b459d80cad9aff06e003fbda0523b0,,0,0,0,0,0,0,3,5,2,1,3,自然语言处理
On Difficulties of Cross-Lingual Transfer with Order Differences: A Case Study on Dependency Parsing,2019,135,56,0,1a7591aefa9b4129e37cda2ad97d1d1cba460b38,,0,0,0,0,0,21,30,29,21,25,4,自然语言处理
A Multi-Task Approach for Disentangling Syntax and Semantics in Sentence Representations,2019,80,42,0,f716ed53188d5bc09c7b18ba35cb6e21ffb0273a,,0,0,0,0,1,8,20,17,13,11,5,自然语言处理
Self-Discriminative Learning for Unsupervised Document Embedding,2019,5,0,1,7184cd55017bdd79842e852fd91866f730d05b7a,,0,0,0,0,0,0,0,2,3,0,0,表示学习与优化方法
Adaptive Convolution for Text Classification,2019,16,5,0,596cf07d07dcf0159cf3fe06a60dd10f40b50b03,,0,0,0,0,0,0,8,5,1,1,0,自然语言处理
Zero-Shot Cross-Lingual Opinion Target Extraction,2019,36,7,4,d423a5aa4ec13c2689ff3a597b46ced762a3ee95,,0,0,0,0,0,1,4,7,7,4,5,自然语言处理
Adversarial Category Alignment Network for Cross-domain Sentiment Classification,2019,50,17,2,d75bc21c58f58c2b038fff970251b1c6437b3401,,0,0,0,0,0,1,7,9,15,8,8,自然语言处理
Target-oriented Opinion Words Extraction with Target-fused Neural Sequence Labeling,2019,222,70,4,97d27f89684ac88d32e1281b13424c049956d38c,,0,0,0,0,0,4,14,36,59,36,41,自然语言处理
Abstractive Summarization of Reddit Posts with Multi-level Memory Networks,2019,199,79,3,a01fb557abc65ec5c37c28ca18298f27aa0dba72,,0,0,0,0,1,13,23,28,44,39,33,自然语言处理
Automatic learner summary assessment for reading comprehension,2019,7,3,0,ac3549dc4734d6bbfefa1fac4d66805399fd7f98,,0,0,0,0,0,0,3,1,2,1,0,自然语言处理
Data-efficient Neural Text Compression with Interactive Learning,2019,7,3,0,85aa97124593cb3b214abaa2099f8ed8e4818e20,,0,0,0,0,0,0,2,0,3,1,1,自然语言处理
Text Generation with Exemplar-based Adaptive Decoding,2019,59,27,0,7550fb9cb88e428ce841c24de9370e6b03fa70ad,,0,0,0,0,2,7,10,15,9,5,9,自然语言处理
Guiding Extractive Summarization with Question-Answering Rewards,2019,35,19,1,ce2356ebf11ca914314a5f8be5757f54af969a6c,,0,0,0,0,0,5,7,6,5,7,5,自然语言处理
"Beyond task success: A closer look at jointly learning to see, ask, and GuessWhat",2019,51,23,0,69e0f26a178780eea1ad4cfebd2d0985a7ac54ed,,0,0,0,0,0,5,11,18,10,4,2,多模态学习
The World in My Mind: Visual Dialog with Adversarial Multi-modal Feature Encoding,2019,1,1,0,c880ad812f1195c1199a7e50fcedfca1c41a8e29,,0,0,0,0,0,0,0,1,0,0,0,多模态学习
Strong and Simple Baselines for Multimodal Utterance Embeddings,2019,30,10,0,7812022785cf5f3fa331d011df57a2ddce5ea082,,0,0,0,0,0,5,11,3,5,4,0,多模态学习
Learning to Navigate Unseen Environments: Back Translation with Environmental Dropout,2019,361,152,5,c8c76626db4246c944642e86d19665025fa7deb4,,0,0,0,0,1,19,41,53,57,58,73,强化学习与智能决策
Towards Content Transfer through Grounded Text Generation,2019,21,11,0,edf9476b4a977d6e1505bb9cb4e348f8073e8d42,,0,0,0,0,0,2,6,5,3,3,2,自然语言处理
Improving Machine Reading Comprehension with General Reading Strategies,2019,118,56,1,8f346de21a13dacf5b65e2de81e84d54226a5b9f,,0,0,0,0,4,39,29,17,16,8,1,自然语言处理
Multi-task Learning with Sample Re-weighting for Machine Reading Comprehension,2019,51,16,0,fd836264d506e04429b590281a52e52fe24c7035,,0,0,0,0,2,3,14,7,7,9,6,自然语言处理
Semantically-Aligned Equation Generation for Solving and Reasoning Math Word Problems,2019,121,47,2,f67ede490780f939103d4cc4e9c6866b83ee59b3,,0,0,0,0,1,3,13,19,32,19,24,自然语言处理
Iterative Search for Weakly Supervised Semantic Parsing,2019,53,26,0,af17ccbdae4cbd1b67d6ab359615c8000f8fb66f,,0,0,0,0,0,2,10,19,9,7,6,自然语言处理
Alignment over Heterogeneous Embeddings for Question Answering,2019,31,10,1,72ef1594633b8adb8b30c7a53167663f194aa7c7,,0,0,0,0,0,3,9,9,3,1,4,自然语言处理
Bridging the Gap: Attending to Discontinuity in Identification of Multiword Expressions,2019,29,10,1,e6d336b4ba29903c9c44037b0d96a018a694c4cb,,0,0,0,0,0,8,7,2,4,4,3,自然语言处理
Incorporating Word Attention into Character-Based Word Segmentation,2019,24,10,0,6b2e9ae95a20c4515d899b4a8bc927dc1a4529e0,,0,0,0,0,0,1,6,7,6,1,2,自然语言处理
VCWE: Visual Character-Enhanced Word Embeddings,2019,20,6,1,e75d1f531967352cf03821583aa3770e949a3fd0,,0,0,0,0,0,1,6,9,1,0,2,多模态学习
Subword Encoding in Lattice LSTM for Chinese Word Segmentation,2019,61,22,4,90fe32dd2fccd4ca14713d8b0252aa34a6b910e8,,0,0,0,0,0,16,19,11,6,2,5,自然语言处理
Improving Cross-Domain Chinese Word Segmentation with Word Embeddings,2019,16,8,0,b80c744812aa7bd52ad81a496b6e00fecf5068e5,,0,0,0,0,0,1,6,4,2,0,2,自然语言处理
Neural Semi-Markov Conditional Random Fields for Robust Character-Based Part-of-Speech Tagging,2019,10,3,1,0f8f36834d28f4e99697802b91a90a2e7857ec50,,0,0,0,0,0,3,5,1,0,1,0,自然语言处理
Shrinking Japanese Morphological Analyzers With Neural Networks and Semi-supervised Learning,2019,7,0,0,6dfc708024b8505818f51639e1e136b95df666f4,,0,0,0,0,0,1,2,1,1,0,2,自然语言处理
Neural Constituency Parsing of Speech Transcripts,2019,30,12,0,04bdd9923060ba2eb5618514ba30d7c41ef29a7a,,0,0,0,0,0,1,5,5,4,4,9,自然语言处理
Acoustic-to-Word Models with Conversational Context Information,2019,7,5,0,ae83db6e6b0d6f68434c6d555d16f69c39697beb,,0,0,0,0,0,2,1,0,2,2,0,自然语言处理
A Dynamic Speaker Model for Conversational Interactions,2019,21,6,0,6ab4fbc78d6d20a8cf6d876b50fbfbffc17d6584,,0,0,0,0,1,2,3,4,6,4,1,自然语言处理
Fluent Translations from Disfluent Speech in End-to-End Speech Translation,2019,39,19,0,d0acc36ce3bc3ff2bff7547252da27b28c75a51c,,0,0,0,0,0,3,8,6,6,7,4,自然语言处理
